student_id,cumulative_gpa,prereq_gpa,gpa_trend,credits_completed,avg_study_hours_weekly,lms_logins_per_week,assignment_submission_timing,forum_participation_count,video_lecture_completion_rate,study_session_regularity,co_curricular_hours_weekly,grit_proxy_score,final_outcome
S1598,2.66,2.89,-0.090,80,5.6,11,Early,2,0.52,2.8,8.4,0.99,At-Risk
S1413,2.58,3.59,-0.085,106,20.4,13,On-Time,2,0.32,1.3,8.2,0.70,Fail
S3055,2.90,1.78,0.029,73,14.6,6,On-Time,17,0.51,4.1,13.7,0.37,At-Risk
S8080,3.44,2.40,-0.174,42,8.4,11,On-Time,19,0.63,4.2,14.9,0.49,Fail
S5745,3.33,3.70,0.112,31,19.9,3,Late,3,0.52,4.8,10.7,0.02,Pass
S6083,2.01,2.45,-0.162,81,13.7,9,Late,15,0.91,1.7,4.8,0.85,Pass
S6926,2.15,3.98,-0.128,69,20.1,9,On-Time,1,0.32,3.2,3.2,0.65,Fail
S4831,3.41,1.97,0.085,58,23.6,5,On-Time,16,0.75,1.9,4.5,0.41,Pass
S9141,2.04,3.65,-0.116,41,21.5,5,On-Time,19,0.08,1.3,6.3,0.63,Pass
S2635,2.14,3.91,0.021,30,19.6,10,On-Time,1,0.19,1.3,10.3,0.82,Pass
S1509,2.63,2.72,0.029,35,17.5,10,Early,11,0.27,1.8,12.9,0.84,Pass
S9626,2.80,3.29,0.112,95,19.6,13,Early,13,0.72,5.2,1.2,0.23,At-Risk
S6279,3.45,3.98,0.034,50,13.7,6,On-Time,5,0.73,1.7,8.2,0.66,Pass
S9927,3.38,2.60,0.035,28,5.3,9,Early,3,0.45,3.7,0.4,0.94,At-Risk
S1619,3.45,2.54,0.122,113,17.3,10,Early,2,0.07,1.7,3.2,0.35,Pass
S7078,2.87,2.89,0.168,104,14.3,4,On-Time,13,0.66,5.0,5.8,0.30,Pass
S8668,2.89,3.44,0.151,120,11.7,8,Late,7,0.24,2.3,12.2,0.49,Fail
S8705,3.58,2.91,-0.016,47,17.2,14,On-Time,12,0.51,3.8,14.0,0.94,Pass
S9834,3.90,2.39,0.058,113,16.5,7,On-Time,19,0.39,5.6,3.3,0.87,Pass
S4444,3.78,3.92,0.146,117,19.9,14,On-Time,5,0.02,2.0,3.3,0.12,At-Risk
S4335,3.35,2.12,0.005,63,11.9,12,On-Time,14,0.03,3.8,3.8,0.49,At-Risk
S9109,2.98,2.66,-0.098,112,10.7,13,Early,0,0.30,5.1,10.4,0.45,Pass
S3000,2.41,1.89,-0.179,99,8.7,7,Early,3,0.33,4.2,13.3,0.86,Pass
S9119,3.60,2.37,0.173,86,12.5,5,On-Time,11,0.06,4.7,0.6,0.80,Pass
S7318,2.46,2.60,0.147,24,22.5,7,Early,8,0.77,4.1,11.0,0.57,Fail
S1166,3.22,1.95,-0.047,39,20.1,11,Early,10,0.32,2.8,12.1,0.48,Pass
S8729,3.58,2.55,0.078,19,14.0,4,Early,5,0.97,4.1,12.1,0.05,Pass
S6140,3.30,3.31,0.002,48,22.3,15,Early,1,0.40,1.6,3.9,0.63,Pass
S8174,3.51,3.78,0.110,108,13.1,9,On-Time,14,0.81,5.3,6.8,0.64,Pass
S4297,2.36,1.80,-0.164,15,9.1,8,Early,4,0.15,5.6,7.1,0.93,Pass
S1895,3.15,1.58,-0.021,71,9.1,10,Early,11,0.81,4.9,9.7,0.90,Pass
S7684,3.76,2.21,0.023,65,23.7,10,Early,19,0.46,3.7,11.0,0.51,Fail
S5476,2.47,2.09,-0.192,15,5.0,7,On-Time,9,0.71,1.5,6.5,0.14,At-Risk
S8810,3.86,3.00,0.177,20,20.1,6,Late,16,0.94,3.7,1.4,0.10,Pass
S8142,3.04,3.07,0.151,22,17.4,13,On-Time,17,0.34,2.2,10.1,0.19,Pass
S3569,2.78,3.60,-0.147,70,25.0,7,Late,13,0.99,2.1,4.2,0.49,Pass
S1310,2.94,2.75,0.136,38,21.0,3,Early,14,0.73,1.3,0.4,0.50,Fail
S7408,3.59,2.31,-0.063,85,24.8,13,Late,18,0.94,1.1,11.6,0.17,Pass
S9378,2.29,1.80,0.106,100,18.6,6,Early,17,0.48,4.5,2.9,0.42,Pass
S1754,2.05,2.38,0.142,22,18.5,13,On-Time,10,0.59,5.7,2.6,0.27,At-Risk
S5779,3.18,3.51,-0.030,65,15.5,15,Early,2,0.34,5.2,6.0,0.70,Fail
S8681,2.82,3.69,-0.196,33,14.0,3,Late,15,0.94,3.1,12.3,0.72,Fail
S2274,2.14,1.95,0.037,101,19.2,9,On-Time,10,0.10,1.1,1.9,0.37,Pass
S5837,2.17,2.55,-0.028,70,10.8,9,On-Time,18,0.16,3.1,9.5,0.68,At-Risk
S5502,3.12,3.42,-0.032,49,24.3,5,On-Time,9,0.69,3.2,1.2,0.71,Pass
S5612,3.22,2.11,0.002,57,7.2,9,On-Time,9,0.84,4.0,3.7,0.22,At-Risk
S2772,2.95,3.37,-0.185,72,22.0,11,On-Time,15,0.54,4.6,6.8,0.60,Pass
S1559,3.64,3.45,-0.146,71,12.4,8,On-Time,4,0.45,5.8,5.0,0.20,Fail
S4114,3.33,1.57,-0.032,66,15.0,3,On-Time,5,0.17,2.3,5.9,0.03,Fail
S7072,3.88,2.24,0.083,37,23.5,13,Early,16,0.10,4.0,3.9,0.51,At-Risk
S5574,3.26,2.82,-0.004,49,16.7,12,Late,0,0.08,3.3,11.0,0.92,Fail
S6300,3.88,3.54,-0.067,71,7.9,7,On-Time,17,0.53,5.1,13.5,0.44,Fail
S8763,2.05,3.33,-0.008,46,16.6,12,On-Time,0,0.85,3.8,14.9,0.16,Pass
S6325,2.29,2.25,-0.069,118,10.6,7,Late,10,0.29,2.6,11.8,0.36,At-Risk
S6652,2.75,2.71,0.016,109,9.3,6,On-Time,8,0.47,3.4,9.1,0.91,At-Risk
S1581,2.21,1.63,0.182,35,6.0,8,Late,4,0.29,5.2,6.3,0.66,Pass
S7617,2.16,1.61,0.040,42,9.8,10,Late,19,0.99,1.1,5.9,0.13,Fail
S3525,3.36,2.51,-0.039,22,15.5,9,On-Time,16,0.51,5.4,14.1,0.90,Pass
S7741,3.26,2.41,-0.009,108,12.5,15,Late,12,0.38,2.2,4.5,0.41,Pass
S9563,2.85,3.10,-0.191,119,9.4,13,On-Time,16,0.96,5.1,13.9,0.24,Pass
S1355,2.21,3.12,-0.105,67,16.6,14,Early,9,0.59,2.0,5.9,0.98,Fail
S1216,2.38,1.89,0.121,57,14.2,8,Early,0,0.97,1.9,8.2,0.15,Pass
S2842,3.79,1.90,0.119,45,15.4,14,Early,2,0.97,5.0,1.4,0.03,Fail
S7548,3.94,3.73,-0.151,80,24.8,15,Early,0,0.60,1.6,13.6,0.24,Pass
S7675,3.40,2.10,0.120,44,10.9,3,On-Time,11,0.83,1.3,9.8,0.26,Pass
S8834,2.06,3.98,0.088,107,21.7,7,On-Time,15,0.45,2.7,9.6,0.53,At-Risk
S9723,3.51,3.10,0.081,18,13.9,5,Late,14,0.33,2.9,13.2,0.66,Pass
S4481,2.51,3.36,0.173,77,13.2,6,Early,7,0.59,1.4,11.9,0.82,At-Risk
S2790,2.60,1.59,-0.139,70,8.0,5,Late,8,0.59,3.1,2.1,0.55,Fail
S2203,3.52,3.34,-0.128,113,22.3,5,Early,19,0.82,2.7,14.1,0.36,Fail
S2416,2.71,3.60,0.037,56,20.2,9,On-Time,6,0.02,5.1,8.9,0.93,Pass
S9443,3.51,2.21,0.079,82,19.4,9,On-Time,5,0.14,3.8,7.4,0.81,Pass
S6926,3.32,2.14,-0.155,45,14.7,14,On-Time,15,0.96,3.6,10.0,0.94,Pass
S9041,3.29,1.76,0.012,16,19.1,14,Late,18,0.50,2.6,5.7,0.34,Pass
S5720,3.87,2.89,0.028,74,13.3,10,Early,19,0.53,1.5,11.7,0.75,Fail
S9159,2.79,2.08,0.100,45,22.4,5,On-Time,6,0.78,3.2,12.8,0.15,Pass
S7828,2.72,3.12,0.178,40,19.5,7,Early,10,0.74,3.5,5.4,0.52,Pass
S5454,2.28,2.01,0.181,24,24.3,5,Early,17,0.02,2.3,9.1,0.06,Pass
S9699,2.61,3.64,0.179,28,8.6,8,Early,16,0.83,5.3,0.7,0.79,Pass
S8495,2.10,2.65,0.196,48,5.3,10,On-Time,19,0.89,1.7,2.4,0.46,Pass
S1255,2.63,3.93,0.150,40,22.3,3,Late,6,0.91,5.2,2.8,0.93,Pass
S1440,2.84,1.58,0.181,28,9.2,13,On-Time,14,0.46,2.8,6.8,0.50,Pass
S1182,2.71,2.91,0.093,71,8.2,8,Late,6,0.81,5.4,8.6,1.00,Pass
S7955,2.11,2.66,-0.038,44,5.1,8,Early,16,0.16,1.4,10.2,0.47,Fail
S4482,2.55,2.76,0.031,94,24.7,5,Early,16,0.18,5.9,6.4,0.78,At-Risk
S9386,3.71,3.94,0.147,82,14.4,6,Late,6,0.00,4.2,6.9,0.52,Pass
S4265,3.11,3.45,-0.144,83,10.6,4,Early,15,0.86,3.8,9.4,0.07,Fail
S8184,3.39,3.74,0.022,119,23.0,5,Early,5,0.11,1.8,1.8,0.56,Pass
S6800,2.60,2.83,0.072,56,19.8,8,Late,7,0.46,4.4,3.0,0.23,Pass
S3573,3.04,2.30,-0.057,26,19.1,4,On-Time,0,0.39,2.6,5.6,0.41,Pass
S3808,2.90,2.40,-0.164,38,20.9,7,On-Time,18,0.27,3.3,0.8,0.98,Fail
S5471,3.41,1.60,-0.168,17,14.3,3,On-Time,1,0.59,2.8,2.0,0.25,At-Risk
S1014,2.58,3.65,-0.094,58,22.2,3,Early,9,0.34,4.3,14.3,0.45,At-Risk
S5668,3.37,3.32,0.168,75,11.9,9,On-Time,4,0.46,3.1,9.6,0.30,Pass
S3938,2.34,2.59,0.081,56,21.0,7,On-Time,7,0.82,4.8,11.6,0.47,Pass
S5242,3.56,2.32,-0.119,38,18.2,9,Late,13,0.28,1.6,12.4,0.71,Pass
S5946,2.96,2.29,-0.054,36,18.4,9,Late,5,0.63,5.9,14.4,0.12,Pass
S8233,2.67,3.40,-0.052,23,20.3,15,Late,15,0.60,2.2,13.8,0.75,Pass
S5547,3.81,3.73,0.119,33,19.0,7,Early,3,0.24,5.0,4.3,0.53,Pass
S8565,2.12,3.55,-0.114,36,8.1,5,Early,15,0.19,5.6,4.2,0.23,Fail
S7935,3.82,2.09,-0.011,101,15.9,6,On-Time,0,0.84,3.9,12.3,0.93,Pass
S6218,3.31,2.42,-0.057,33,21.1,7,Late,13,0.31,5.1,8.4,0.18,Pass
S1792,2.90,3.74,-0.037,15,19.8,4,Early,3,0.69,3.7,2.5,0.93,At-Risk
S7649,3.29,3.33,0.197,104,21.3,15,Early,16,0.16,4.9,0.1,0.76,Pass
S1332,3.94,3.92,-0.191,59,14.2,13,Late,12,0.70,5.3,14.4,0.09,Pass
S1464,3.05,2.49,0.143,60,9.9,14,Late,5,0.64,3.4,1.8,0.44,At-Risk
S9597,3.31,2.41,-0.097,35,14.8,9,On-Time,15,0.31,1.7,8.6,0.71,Pass
S8342,2.17,3.77,-0.005,98,9.4,10,On-Time,12,0.34,4.3,7.2,0.39,Pass
S2006,3.75,2.46,0.166,103,14.3,10,Early,2,0.61,1.3,2.1,0.84,Pass
S7203,2.08,1.67,0.070,115,11.4,7,Late,1,0.75,2.4,13.0,0.22,Pass
S2151,3.91,2.72,-0.087,60,12.0,12,Late,0,0.68,2.5,11.2,0.66,At-Risk
S7634,3.76,2.35,-0.108,113,8.0,5,Early,14,0.74,1.7,9.3,0.83,Fail
S6843,2.31,2.41,0.196,16,8.6,5,Early,5,0.20,4.9,14.2,0.92,At-Risk
S7558,3.98,2.79,0.177,100,9.5,11,Early,0,0.33,4.0,3.9,0.64,Pass
S3409,3.75,2.05,-0.152,47,5.8,4,On-Time,11,0.33,5.8,7.3,0.84,Pass
S7157,3.98,3.15,0.133,116,6.5,15,On-Time,16,0.66,4.6,4.7,0.95,Fail
S7241,2.36,2.29,0.022,74,11.1,15,On-Time,17,0.79,4.0,4.3,0.09,Pass
S7042,2.74,2.13,0.049,83,17.0,7,On-Time,2,0.20,3.5,7.0,0.69,Pass
S2590,3.00,3.46,0.043,100,7.4,11,On-Time,18,0.25,4.1,10.3,0.10,At-Risk
S8680,2.65,3.08,-0.009,100,18.6,5,Early,10,0.27,3.3,13.3,0.26,At-Risk
S2616,3.29,3.13,0.144,38,7.5,11,Early,7,0.91,3.0,13.7,0.62,Pass
S8059,3.76,3.18,0.199,24,5.9,5,Early,15,0.73,3.0,12.8,0.77,Fail
S3681,2.01,1.91,-0.085,101,14.3,15,On-Time,16,0.38,6.0,12.3,0.52,Pass
S9615,2.49,3.19,-0.026,33,12.2,6,Early,12,0.02,3.3,9.3,0.40,Pass
S4900,2.14,2.26,0.044,53,25.0,10,Late,7,0.78,1.0,13.3,0.80,Fail
S6403,2.84,2.94,-0.124,45,17.2,9,On-Time,12,0.36,3.1,7.6,0.15,Pass
S2933,2.28,3.02,0.163,76,20.9,11,Late,2,0.11,2.9,6.5,0.96,At-Risk
S7515,2.13,2.36,0.017,19,18.9,15,On-Time,13,0.24,2.4,3.9,0.67,Fail
S7038,2.63,2.03,-0.013,69,22.3,9,On-Time,4,0.85,4.1,1.6,0.45,Pass
S4759,3.20,3.13,0.057,59,10.9,12,Early,11,0.13,5.9,10.3,0.50,Pass
S2363,3.46,1.85,0.166,42,7.9,14,Late,18,0.80,2.1,9.6,0.54,At-Risk
S4573,3.12,3.55,0.091,28,24.6,15,Late,12,0.54,3.7,7.4,0.47,Fail
S5495,2.10,3.62,0.018,104,19.6,14,Early,4,0.24,2.6,12.1,0.37,At-Risk
S8203,2.44,3.92,0.051,30,16.3,3,Early,14,0.16,2.3,5.8,0.38,At-Risk
S5254,2.36,1.59,0.184,57,12.5,12,On-Time,5,0.24,4.2,9.8,0.17,Pass
S3121,2.90,2.62,-0.006,63,19.3,4,Early,18,0.39,2.7,7.0,0.90,Pass
S4746,2.57,3.21,0.163,82,9.0,8,On-Time,9,0.30,4.1,0.4,0.91,At-Risk
S1701,3.60,2.74,0.098,33,21.4,13,Late,12,0.11,4.4,11.8,0.75,Pass
S2654,3.96,2.38,-0.039,61,18.8,3,On-Time,10,0.19,5.4,3.8,0.00,At-Risk
S1135,3.81,1.98,-0.043,97,6.9,8,Late,11,0.59,5.2,4.0,0.14,Fail
S3787,3.71,3.29,-0.170,104,23.7,11,On-Time,1,0.07,5.3,2.5,0.42,At-Risk
S8610,2.10,2.98,-0.028,90,23.6,12,On-Time,17,0.77,3.2,11.6,0.44,Fail
S4878,2.37,2.48,0.118,35,7.2,5,Late,1,0.85,5.0,4.5,0.96,Pass
S5728,2.12,1.94,0.044,29,15.4,5,Early,4,0.74,4.3,6.9,0.06,Pass
S9627,3.85,3.89,0.007,73,8.9,5,On-Time,18,0.79,5.1,6.3,0.77,Pass
S5178,2.77,2.76,-0.027,120,19.1,3,On-Time,10,0.47,1.1,6.4,0.68,Pass
S1004,3.88,2.11,-0.039,56,24.6,12,On-Time,11,0.38,3.1,3.4,0.22,Pass
S1657,2.98,1.88,-0.053,48,7.0,10,On-Time,13,0.79,3.4,8.1,0.64,Pass
S5790,2.97,3.80,-0.135,66,10.9,12,On-Time,18,0.42,1.7,5.0,0.85,Pass
S6043,2.86,3.67,-0.063,95,13.4,7,On-Time,13,0.63,4.4,8.3,0.60,Pass
S8377,3.92,2.13,0.075,28,14.7,10,Late,12,0.40,3.2,8.1,0.75,At-Risk
S9817,3.47,1.53,-0.009,57,7.7,4,On-Time,13,0.52,3.5,7.0,0.51,Pass
S1816,3.72,1.89,0.155,68,8.0,14,Early,14,0.10,5.4,4.2,0.05,Fail
S5733,3.02,2.04,-0.171,96,10.9,10,Late,18,0.26,5.4,2.1,0.72,At-Risk
S5110,2.08,2.80,0.127,58,7.7,11,Early,3,0.46,4.1,5.3,0.76,At-Risk
S1744,3.57,2.25,0.133,35,17.9,7,Early,3,0.01,5.4,2.2,0.45,Fail
S1763,2.38,3.30,-0.190,27,19.9,7,On-Time,0,0.69,5.8,14.1,0.79,Fail
S1169,2.29,2.65,-0.055,46,5.1,3,On-Time,19,0.44,5.6,13.3,0.43,Pass
S6578,3.12,2.58,-0.134,80,10.1,9,On-Time,3,0.60,3.1,12.3,0.25,Pass
S3117,3.15,3.22,0.159,101,21.9,4,Early,16,0.22,2.8,14.2,0.86,At-Risk
S8702,3.92,3.20,0.143,118,17.7,13,On-Time,4,0.25,4.6,12.7,0.00,Pass
S5160,3.14,2.55,-0.086,82,8.5,9,Late,18,0.81,2.6,10.5,0.53,At-Risk
S6923,3.94,1.82,0.120,18,15.4,11,Late,16,0.78,3.1,10.5,0.46,At-Risk
S8253,3.00,2.73,-0.111,27,17.8,4,Late,13,0.38,4.3,2.6,0.29,Pass
S2220,2.93,3.07,-0.150,52,14.3,15,Early,16,0.54,2.9,12.8,0.63,Pass
S5907,2.44,2.23,0.095,77,22.8,4,Early,18,0.11,2.8,2.6,0.70,At-Risk
S1554,2.60,1.54,-0.198,50,13.3,4,On-Time,5,0.43,5.2,12.2,0.41,At-Risk
S2610,3.82,1.94,0.171,38,8.3,10,On-Time,7,0.60,1.1,9.2,0.95,At-Risk
S5920,2.68,1.91,0.007,87,14.0,10,On-Time,0,0.52,3.6,9.4,0.14,Pass
S7501,2.45,1.91,0.177,119,8.7,7,Early,14,0.65,4.2,1.9,0.03,At-Risk
S9642,3.32,2.17,0.102,21,20.2,15,Early,2,0.92,1.3,8.6,0.39,Fail
S3288,3.21,3.60,-0.112,16,9.7,8,On-Time,19,0.27,4.5,14.6,0.16,At-Risk
S1921,2.10,2.51,-0.129,18,22.8,6,Late,2,0.86,4.3,2.8,0.01,Fail
S7424,3.85,2.81,0.184,30,15.9,5,On-Time,19,0.83,3.3,1.1,0.47,Pass
S6628,3.48,2.31,-0.107,34,9.2,11,On-Time,15,0.09,1.4,6.9,0.43,Pass
S9526,2.67,3.29,0.151,86,22.6,4,On-Time,3,0.64,3.4,6.4,0.90,Pass
S7357,2.76,2.72,-0.118,80,18.2,14,On-Time,19,0.44,4.5,5.4,0.23,At-Risk
S1049,2.74,3.36,-0.133,61,13.3,13,Late,17,0.62,3.1,10.7,0.38,Pass
S9716,2.59,2.47,-0.068,72,19.6,14,Late,0,0.72,1.2,8.1,0.87,Pass
S7205,2.62,3.23,0.103,26,21.6,3,On-Time,2,0.29,1.7,1.8,0.28,Fail
S6879,3.90,1.66,-0.140,43,19.1,5,Late,15,0.82,2.9,4.8,0.81,At-Risk
S4138,3.60,2.95,0.112,92,18.7,4,On-Time,14,0.05,5.5,7.1,0.02,Pass
S1377,3.36,3.82,-0.148,52,7.6,11,Early,12,0.05,4.6,14.1,0.76,Fail
S9345,3.38,3.46,-0.079,69,5.4,13,Late,10,0.61,1.0,9.2,0.06,Fail
S2150,3.39,3.49,0.006,120,16.3,15,Early,4,0.78,5.5,0.7,0.27,Pass
S3346,2.32,3.24,-0.068,110,9.1,15,On-Time,3,0.75,3.6,14.6,0.02,Pass
S5845,2.62,1.96,-0.028,94,15.9,3,On-Time,13,0.27,1.3,5.9,0.47,Pass
S6609,2.16,3.14,-0.191,103,6.6,15,Early,10,0.32,2.9,6.9,0.13,Pass
S7354,2.80,3.67,-0.098,60,21.9,15,Late,2,0.80,2.5,13.0,0.16,Pass
S5718,3.22,1.82,-0.124,51,10.5,15,Late,0,0.43,4.3,8.1,0.90,Pass
S3622,2.37,3.14,-0.111,41,23.7,13,On-Time,3,0.03,4.1,10.4,0.10,Pass
S7798,2.12,1.77,-0.194,47,22.1,11,Late,17,0.98,1.5,9.5,0.03,Pass
S8687,2.32,2.68,-0.087,48,19.6,4,On-Time,0,0.57,1.3,13.9,0.54,Pass
S7187,2.00,3.54,-0.180,67,8.0,14,On-Time,10,0.37,5.9,10.4,0.59,Pass
S7976,2.76,3.03,-0.117,41,16.6,8,Late,10,0.92,1.6,3.1,0.03,Pass
S8356,3.27,2.97,-0.021,110,22.7,10,Late,13,0.48,1.2,1.3,0.44,At-Risk
S4860,3.82,2.31,0.183,25,14.8,3,On-Time,12,0.48,3.5,10.6,0.47,Fail
S6081,2.78,1.71,-0.025,43,15.6,5,On-Time,0,0.92,5.5,10.1,0.90,Fail
S6440,3.12,2.96,-0.085,72,17.1,4,On-Time,19,0.99,5.5,5.9,0.40,Pass
S3866,3.57,3.19,-0.172,107,23.3,4,Late,16,0.51,3.7,3.0,0.68,Fail
S2602,3.79,1.88,0.040,47,24.3,13,Early,2,0.10,2.7,7.6,0.54,Pass
S7614,3.08,1.86,-0.120,79,6.7,6,Early,5,0.02,1.6,13.5,0.03,At-Risk
S1311,2.90,3.67,-0.174,101,14.1,3,On-Time,4,0.24,3.3,4.2,0.61,Pass
S3551,3.87,2.99,0.086,41,13.0,7,Early,9,0.13,1.0,5.0,0.20,Fail
S3157,2.43,1.99,0.190,30,6.5,4,Late,19,0.74,2.1,14.3,0.35,At-Risk
S1395,2.83,3.03,-0.192,120,23.3,6,Late,3,0.69,1.5,7.7,0.07,Pass
S5154,2.73,1.57,-0.060,30,13.0,14,On-Time,16,0.14,5.5,14.7,0.84,Pass
S7778,2.92,3.28,0.112,46,24.7,14,On-Time,8,0.20,2.7,4.2,0.10,Pass
S6784,2.54,3.30,0.122,114,11.4,3,Early,4,0.88,1.8,7.8,0.03,Pass
S1920,3.37,3.95,0.160,109,6.9,11,Late,18,0.53,3.7,12.9,0.50,Pass
S9297,3.39,2.50,0.061,68,5.8,7,Late,13,0.09,3.7,2.6,0.54,Pass
S3551,2.39,1.57,0.103,23,5.5,4,Early,18,0.91,3.2,11.9,0.62,Pass
S8257,2.62,2.75,-0.093,85,10.7,5,On-Time,2,0.74,1.3,14.8,0.71,Pass
S8078,2.43,1.85,0.073,46,7.9,5,Late,0,0.19,5.7,14.7,0.69,Pass
S6338,2.82,2.93,0.076,40,21.1,11,Early,14,0.96,2.2,9.5,0.90,Fail
S5015,3.85,3.24,0.081,110,6.6,14,Early,16,0.29,4.7,1.2,0.65,Pass
S1368,3.81,2.30,-0.004,62,7.3,11,Early,10,0.70,2.0,14.5,0.03,Pass
S7648,3.16,3.66,0.009,38,15.6,4,Late,4,0.94,1.2,1.7,0.41,Pass
S3635,3.11,3.76,0.150,78,14.1,15,Early,1,0.55,1.4,10.5,0.39,Pass
S3959,3.77,2.74,0.104,104,13.2,15,Early,7,0.68,4.4,4.6,0.21,Fail
S1423,2.91,2.72,-0.179,17,6.0,7,Late,8,0.88,4.9,6.2,0.67,Pass
S8799,3.13,2.31,-0.032,34,8.6,15,Early,10,0.09,2.9,3.2,0.31,Pass
S9816,3.51,1.58,0.133,39,16.5,4,On-Time,19,0.15,4.8,11.9,0.26,Pass
S1308,2.53,2.41,0.058,42,14.6,6,Early,9,0.27,2.3,1.2,0.94,Pass
S4743,3.35,2.33,-0.003,47,23.0,5,On-Time,8,0.58,2.8,1.5,0.80,Pass
S8591,3.28,2.96,0.075,92,24.5,13,Late,4,0.56,4.6,6.5,0.44,At-Risk
S3273,3.42,2.35,0.154,83,6.5,13,On-Time,16,0.96,1.5,13.7,0.99,Fail
S2632,3.42,3.64,-0.138,40,14.2,3,On-Time,8,0.56,3.1,14.5,0.67,Fail
S2165,2.26,3.21,0.119,102,16.2,4,Late,5,0.81,3.1,1.8,0.62,Pass
S6474,2.98,1.73,-0.008,112,9.9,3,Late,15,0.33,4.1,9.4,0.73,Pass
S8663,3.41,2.71,0.023,98,19.0,7,Late,2,0.68,3.9,2.1,0.87,Pass
S4638,3.64,3.22,0.066,34,19.4,9,Late,2,0.90,4.4,14.7,0.83,At-Risk
S1543,3.40,2.49,0.162,42,14.8,4,Early,8,0.79,5.1,6.1,0.85,At-Risk
S8791,3.01,1.98,-0.093,101,10.4,6,Late,1,0.96,5.4,12.7,0.50,Fail
S2410,2.19,3.74,-0.167,62,15.4,15,Early,12,0.92,5.0,1.9,0.42,Pass
S8675,3.29,2.03,0.051,38,11.6,3,Early,17,0.93,3.6,1.6,1.00,Pass
S5246,2.18,3.60,-0.115,112,9.8,4,On-Time,7,0.44,2.4,3.3,0.21,Fail
S6273,2.54,3.02,-0.057,16,20.8,14,On-Time,3,0.10,1.5,12.9,0.98,Pass
S7203,3.64,2.14,0.157,103,13.6,10,Early,19,0.76,1.2,9.1,0.93,Pass
S7234,2.37,3.77,-0.171,96,16.5,5,On-Time,12,0.16,5.9,11.4,0.41,At-Risk
S5657,2.69,2.50,-0.174,44,23.8,6,On-Time,7,0.88,5.9,9.6,0.94,Pass
S5543,2.16,3.93,-0.048,26,15.1,6,Early,8,0.95,1.5,9.4,0.76,Pass
S6496,3.79,1.57,-0.151,18,18.2,14,Late,6,0.25,4.4,13.4,0.99,Pass
S6444,3.80,3.79,-0.156,119,13.4,11,Late,15,0.40,1.5,4.8,0.42,Fail
S7676,2.66,3.93,-0.094,59,20.6,8,Late,15,0.92,5.6,1.3,0.31,Fail
S6613,2.87,2.23,0.120,38,15.9,9,On-Time,6,0.82,3.6,12.3,0.36,At-Risk
S3010,3.82,3.81,-0.155,71,10.2,7,On-Time,12,0.87,4.7,5.6,0.90,Pass
S3577,2.39,2.75,-0.029,48,6.3,6,Late,5,0.31,3.2,9.3,0.05,Fail
S6220,2.48,2.69,0.025,78,16.1,12,On-Time,9,0.61,3.7,11.9,0.08,Fail
S7388,3.05,2.68,-0.040,66,5.3,12,Late,18,0.57,2.1,4.6,0.65,Pass
S5231,3.07,2.58,0.162,88,17.3,5,Late,3,0.06,3.2,0.3,0.28,At-Risk
S9544,3.88,2.94,0.115,118,12.7,15,Late,10,0.85,3.9,6.6,0.42,At-Risk
S8719,2.19,2.35,-0.133,86,7.3,4,Early,13,0.66,1.6,5.1,0.06,Pass
S8162,3.51,3.51,0.121,74,14.3,14,On-Time,3,0.17,5.2,9.9,0.41,Pass
S4909,2.06,2.26,0.098,46,23.7,7,On-Time,4,0.71,3.9,13.2,0.47,Pass
S8398,3.89,1.98,0.015,59,14.5,14,On-Time,9,0.84,3.9,0.4,0.34,Fail
S3620,2.50,1.54,-0.104,88,23.0,13,Late,1,0.01,2.9,1.7,0.54,Pass
S7120,2.47,2.70,0.179,26,13.0,14,On-Time,13,0.15,2.5,9.9,0.82,At-Risk
S8562,3.42,1.64,0.033,119,20.1,11,Early,10,0.67,1.5,8.6,0.11,Pass
S6831,2.96,1.62,-0.163,109,7.4,6,Late,12,0.40,3.8,8.5,0.73,Fail
S9885,3.76,2.65,-0.044,46,13.4,12,Late,11,0.29,5.6,12.7,0.85,Pass
S4838,2.53,1.68,0.045,46,20.4,8,Early,17,0.11,2.3,11.8,0.93,Pass
S5973,2.98,2.69,0.028,100,14.0,11,On-Time,9,0.25,4.0,12.1,0.59,Pass
S2677,3.54,3.93,-0.017,109,11.5,9,On-Time,18,0.49,1.8,10.6,0.15,At-Risk
S9493,3.00,3.13,-0.126,46,20.6,3,Early,13,0.35,4.5,1.4,0.83,Pass
S8782,3.72,1.62,0.157,50,14.8,6,Late,17,0.23,4.3,10.8,0.19,Pass
S1690,2.69,1.76,0.024,89,19.2,10,Late,0,0.69,5.3,12.8,0.56,Pass
S7409,2.97,2.59,0.084,88,20.7,3,Late,18,0.41,5.8,0.6,0.32,Fail
S5937,2.87,1.71,0.057,28,7.8,14,Early,2,0.73,4.0,11.0,0.32,Pass
S1809,2.48,2.15,0.089,114,23.4,12,On-Time,14,0.79,2.1,12.7,0.95,Pass
S1527,3.70,3.40,0.045,118,6.1,9,Late,1,0.70,2.1,1.3,0.46,Pass
S5644,2.52,1.65,0.001,101,13.0,12,Late,12,0.27,1.8,9.2,0.58,Pass
S1726,2.71,2.18,0.095,55,10.1,8,On-Time,4,0.18,5.5,7.2,0.70,Pass
