student_id,cumulative_gpa,gpa_trend,failed_courses_count,credits_per_semester_avg,attendance_percentage,stream_choice_satisfaction,lms_engagement_score,assignment_lateness_rate,library_resource_usage,co_curricular_involvement,help_seeking_behavior,scholarship_status,is_first_generation_learner,location_type,dropout_status
S14716,3.23,0.082,0,17.8,0.92,4,16.4,0.01,49,3,TRUE,FALSE,TRUE,Urban,0
S96119,3.40,0.234,0,16.2,0.96,5,19.0,0.06,52,2,TRUE,FALSE,FALSE,Urban,0
S18898,3.43,0.042,0,15.8,0.90,5,15.5,0.04,22,1,TRUE,FALSE,FALSE,Urban,0
S69851,3.28,0.023,0,17.3,0.95,5,20.3,0.09,46,2,TRUE,TRUE,TRUE,Rural,0
S92812,2.72,0.057,2,15.4,0.76,2,12.6,0.19,26,2,FALSE,FALSE,FALSE,Urban,0
S71204,3.48,0.057,0,15.9,0.96,4,17.9,0.07,35,1,TRUE,TRUE,TRUE,Urban,0
S68669,3.25,0.182,0,16.1,0.99,4,24.8,0.01,32,1,TRUE,TRUE,TRUE,Urban,0
S61683,3.84,0.075,0,17.1,0.93,4,18.7,0.05,50,3,TRUE,FALSE,FALSE,Urban,0
S42373,2.33,0.079,0,13.1,0.75,2,14.7,0.26,23,2,FALSE,FALSE,TRUE,Rural,0
S14114,3.90,0.181,0,17.1,0.97,4,18.0,0.04,33,1,TRUE,TRUE,TRUE,Urban,0
S41191,3.20,0.296,0,16.8,0.97,4,20.2,0.01,57,2,TRUE,FALSE,FALSE,Urban,0
S14769,3.15,0.106,0,12.1,0.86,2,5.1,0.20,18,1,TRUE,TRUE,TRUE,Urban,0
S67682,3.06,0.148,1,12.1,0.72,3,7.3,0.28,24,1,FALSE,TRUE,TRUE,Urban,0
S43928,2.77,0.157,2,15.2,0.81,4,6.5,0.07,13,2,TRUE,TRUE,TRUE,Urban,0
S76538,3.33,0.286,0,15.3,0.90,4,23.2,0.01,26,2,TRUE,TRUE,FALSE,Rural,0
S46632,1.93,-0.245,2,13.7,0.59,1,5.2,0.89,7,1,FALSE,FALSE,FALSE,Rural,1
S28771,2.33,-0.043,2,14.7,0.87,2,5.3,0.21,31,2,FALSE,FALSE,FALSE,Rural,0
S42556,2.77,-0.195,0,17.7,0.88,3,7.4,0.39,34,0,TRUE,FALSE,FALSE,Urban,0
S65118,2.10,-0.285,4,14.1,0.62,3,1.7,0.58,9,1,FALSE,TRUE,FALSE,Urban,1
S79493,2.88,-0.112,2,13.0,0.89,3,16.6,0.09,7,3,FALSE,TRUE,TRUE,Urban,0
S35662,3.40,0.060,0,17.3,0.90,5,20.8,0.02,21,3,TRUE,FALSE,FALSE,Rural,0
S76429,2.57,0.063,2,12.4,0.92,3,16.8,0.42,28,2,FALSE,FALSE,FALSE,Urban,0
S88591,1.62,-0.255,4,9.3,0.66,2,3.1,0.47,5,1,FALSE,TRUE,TRUE,Urban,1
S87079,3.95,0.061,0,16.6,0.91,5,16.4,0.07,52,1,TRUE,FALSE,FALSE,Urban,0
S11331,3.91,0.143,0,15.8,0.97,5,15.0,0.05,53,1,TRUE,FALSE,TRUE,Urban,0
S12175,2.04,-0.136,4,10.2,0.43,1,1.3,0.46,2,0,FALSE,FALSE,FALSE,Rural,1
S62155,2.42,0.199,1,16.6,0.75,3,18.7,0.41,27,0,FALSE,TRUE,FALSE,Rural,0
S53261,3.77,0.119,0,15.4,0.97,5,23.4,0.02,42,2,TRUE,FALSE,FALSE,Rural,0
S47419,3.32,0.010,2,16.6,0.83,4,19.0,0.43,5,3,FALSE,TRUE,FALSE,Rural,0
S82620,3.47,0.017,0,17.0,0.94,5,20.1,0.05,46,1,TRUE,FALSE,TRUE,Rural,0
S30355,3.47,0.181,0,15.5,0.98,5,20.6,0.02,29,3,TRUE,FALSE,TRUE,Rural,0
S76500,3.71,0.176,0,16.5,0.95,5,19.7,0.10,55,1,TRUE,FALSE,FALSE,Rural,0
S30240,2.70,0.164,1,14.6,0.82,4,9.5,0.34,34,3,FALSE,FALSE,TRUE,Rural,0
S21581,3.26,0.298,0,16.2,0.95,4,18.7,0.05,48,1,TRUE,TRUE,FALSE,Urban,0
S95914,2.88,-0.002,1,12.6,0.79,4,20.0,0.07,34,3,TRUE,TRUE,TRUE,Rural,0
S89854,3.25,0.017,0,17.1,0.94,4,23.3,0.09,45,1,TRUE,TRUE,TRUE,Rural,0
S18310,3.82,0.092,0,16.9,0.98,5,15.0,0.01,31,2,TRUE,TRUE,FALSE,Rural,0
S17402,2.61,-0.033,2,12.9,0.77,3,10.7,0.34,6,0,TRUE,TRUE,FALSE,Urban,0
S79555,2.01,-0.348,4,10.7,0.43,2,3.4,0.58,0,0,FALSE,FALSE,FALSE,Urban,0
S11563,3.27,0.146,1,13.1,0.71,4,9.3,0.23,15,3,TRUE,FALSE,FALSE,Rural,0
S42535,3.30,-0.168,2,17.6,0.91,3,10.8,0.24,24,1,TRUE,FALSE,TRUE,Urban,0
S48012,3.80,0.051,0,16.8,0.94,4,16.8,0.00,26,1,TRUE,TRUE,FALSE,Urban,0
S32267,3.32,0.014,0,15.6,0.74,2,15.8,0.14,32,2,TRUE,FALSE,FALSE,Urban,0
S87689,2.98,-0.131,1,17.7,0.70,3,6.6,0.17,6,1,TRUE,FALSE,TRUE,Rural,0
S46028,3.16,-0.152,1,13.5,0.86,4,14.5,0.33,18,0,TRUE,FALSE,TRUE,Rural,0
S43439,2.25,0.130,0,12.2,0.74,3,11.3,0.05,11,3,FALSE,FALSE,TRUE,Rural,0
S76274,3.24,0.120,1,16.6,0.93,3,6.2,0.09,22,3,TRUE,FALSE,FALSE,Rural,0
S12231,3.16,-0.173,0,17.7,0.81,2,11.5,0.18,15,3,TRUE,TRUE,FALSE,Rural,0
S51819,1.26,-0.386,1,9.1,0.72,1,0.3,0.92,0,0,FALSE,FALSE,TRUE,Urban,1
S33533,3.63,0.048,0,17.6,0.92,4,18.4,0.02,54,2,TRUE,TRUE,TRUE,Urban,0
S92140,3.54,0.268,0,17.8,0.92,4,19.0,0.01,40,2,TRUE,TRUE,FALSE,Urban,0
S39555,3.37,0.076,1,13.9,0.82,4,13.0,0.05,17,1,TRUE,FALSE,TRUE,Urban,0
S15149,2.54,-0.112,2,15.7,0.79,4,17.5,0.30,26,4,TRUE,FALSE,FALSE,Urban,0
S77510,2.65,0.050,2,15.0,0.76,4,15.4,0.39,24,3,FALSE,TRUE,FALSE,Urban,0
S17196,3.74,0.100,0,17.2,0.93,4,23.0,0.01,56,2,TRUE,FALSE,FALSE,Urban,0
S72895,3.09,0.073,2,17.6,0.87,2,5.5,0.21,12,3,TRUE,FALSE,TRUE,Urban,0
S66358,3.82,0.098,0,15.3,0.92,5,19.2,0.02,26,1,TRUE,FALSE,TRUE,Rural,0
S99292,3.80,0.024,0,15.7,0.96,4,18.9,0.10,44,1,TRUE,FALSE,TRUE,Urban,0
S85865,2.47,-0.030,0,14.5,0.72,3,19.3,0.31,10,4,TRUE,FALSE,FALSE,Rural,0
S34912,2.41,-0.080,0,16.6,0.85,3,13.6,0.25,27,1,TRUE,TRUE,TRUE,Rural,0
S88431,1.10,-0.444,4,11.8,0.77,1,2.3,0.40,7,1,FALSE,TRUE,TRUE,Urban,1
S47996,3.91,0.119,0,15.3,0.95,4,16.1,0.02,45,2,TRUE,TRUE,FALSE,Rural,0
S92453,3.62,0.290,0,15.8,0.92,5,17.6,0.00,27,1,TRUE,FALSE,FALSE,Rural,0
S56012,2.51,-0.160,0,17.4,0.71,2,5.2,0.39,31,4,TRUE,TRUE,TRUE,Rural,0
S46291,1.66,-0.397,4,10.6,0.43,2,3.3,0.59,0,0,FALSE,TRUE,FALSE,Rural,0
S60968,2.51,0.019,2,13.7,0.94,2,11.3,0.06,31,1,TRUE,TRUE,TRUE,Rural,0
S51316,3.53,0.221,0,16.9,0.91,4,20.8,0.08,44,2,TRUE,FALSE,FALSE,Rural,0
S83241,2.46,0.057,1,13.0,0.74,2,15.3,0.39,31,4,TRUE,FALSE,FALSE,Rural,0
S96199,2.86,-0.085,2,17.3,0.87,3,11.2,0.27,25,2,TRUE,FALSE,TRUE,Urban,0
S24476,3.29,0.083,0,15.5,1.00,4,22.6,0.05,58,2,TRUE,FALSE,FALSE,Rural,0
S37252,2.56,0.089,0,17.9,0.84,2,16.7,0.28,22,0,FALSE,TRUE,FALSE,Urban,0
S69363,1.86,-0.121,1,14.3,0.43,1,6.6,0.94,8,0,FALSE,FALSE,TRUE,Rural,1
S15766,3.91,0.085,0,17.0,0.92,4,18.2,0.07,55,1,TRUE,FALSE,TRUE,Rural,0
S14342,3.28,0.156,0,15.7,0.92,4,23.2,0.08,40,3,TRUE,TRUE,FALSE,Rural,0
S59322,3.21,0.273,0,16.5,0.93,5,24.7,0.10,32,3,TRUE,FALSE,FALSE,Rural,0
S48360,3.55,0.251,0,15.1,0.93,4,23.4,0.06,25,2,TRUE,FALSE,TRUE,Urban,0
S27541,3.24,0.191,0,16.8,0.99,5,16.7,0.02,58,3,TRUE,TRUE,FALSE,Urban,0
S80416,1.70,-0.289,2,14.3,0.58,2,4.2,0.86,8,1,FALSE,TRUE,FALSE,Urban,1
S17290,2.84,-0.141,0,17.1,0.70,3,6.9,0.27,27,0,TRUE,FALSE,TRUE,Urban,1
S65195,3.94,0.195,0,16.2,0.95,4,16.1,0.02,49,1,TRUE,TRUE,TRUE,Rural,0
S46100,3.76,0.235,0,15.0,0.96,5,20.6,0.01,26,3,TRUE,FALSE,FALSE,Rural,0
S90327,3.92,0.017,0,17.9,0.93,5,24.3,0.03,53,3,TRUE,TRUE,TRUE,Rural,0
S83198,2.15,-0.381,2,12.0,0.77,2,6.5,0.77,6,0,FALSE,TRUE,FALSE,Urban,0
S39524,3.91,0.027,0,15.8,0.90,5,16.5,0.01,23,3,TRUE,FALSE,TRUE,Urban,0
S90378,3.54,0.191,0,16.5,0.97,4,17.3,0.06,30,2,TRUE,FALSE,FALSE,Rural,0
S27517,2.37,0.005,0,14.9,0.84,3,16.9,0.39,9,4,FALSE,TRUE,FALSE,Urban,1
S52899,2.74,0.022,2,12.8,0.94,4,19.7,0.18,28,1,TRUE,FALSE,FALSE,Urban,0
S36919,3.12,0.188,1,16.5,0.95,4,7.8,0.20,8,3,FALSE,FALSE,TRUE,Rural,0
S39866,1.41,-0.439,2,9.9,0.47,1,5.7,0.52,1,0,FALSE,TRUE,TRUE,Urban,1
S10615,3.76,0.278,0,16.6,0.94,5,20.6,0.00,59,3,TRUE,FALSE,TRUE,Rural,0
S98037,3.19,0.118,0,17.0,0.71,4,7.9,0.26,26,0,FALSE,FALSE,FALSE,Urban,0
S19828,2.14,-0.268,1,9.8,0.60,1,0.5,0.71,4,1,FALSE,TRUE,FALSE,Urban,1
S95880,2.17,-0.169,2,9.9,0.72,2,4.0,0.65,0,1,FALSE,FALSE,TRUE,Rural,1
S50076,1.75,-0.294,3,13.4,0.76,2,3.6,0.75,4,1,FALSE,TRUE,FALSE,Rural,1
S92300,3.92,0.189,0,15.9,0.98,4,18.9,0.08,40,1,TRUE,TRUE,TRUE,Rural,0
S52883,3.45,0.283,0,15.2,0.94,4,19.9,0.01,40,2,TRUE,FALSE,TRUE,Urban,0
S34800,2.60,0.004,2,14.2,0.85,3,15.1,0.13,21,1,TRUE,TRUE,TRUE,Urban,0
S56010,2.70,0.143,0,13.7,0.74,3,13.3,0.30,29,0,FALSE,FALSE,TRUE,Rural,0
S20513,2.82,0.185,0,17.3,0.91,3,13.6,0.38,13,2,FALSE,FALSE,FALSE,Urban,0
S39067,2.26,-0.062,2,16.9,0.72,2,16.4,0.39,23,3,FALSE,TRUE,TRUE,Rural,0
S42671,1.57,-0.441,1,13.7,0.69,1,1.0,0.73,6,1,FALSE,TRUE,TRUE,Urban,1
S97810,2.51,0.172,0,13.4,0.89,4,15.1,0.22,17,1,FALSE,FALSE,TRUE,Urban,0
S73086,3.24,0.184,0,15.9,0.95,5,18.7,0.07,43,3,TRUE,FALSE,FALSE,Rural,0
S23934,3.02,-0.177,2,13.6,0.74,3,9.6,0.17,6,0,TRUE,TRUE,TRUE,Urban,0
S27800,3.20,-0.007,2,13.0,0.82,2,17.2,0.25,29,1,FALSE,FALSE,FALSE,Urban,1
S79995,2.23,-0.192,0,15.8,0.88,3,7.7,0.21,25,4,FALSE,TRUE,TRUE,Rural,0
S42702,2.11,-0.282,1,11.4,0.49,2,3.1,0.47,4,1,FALSE,FALSE,TRUE,Urban,1
S75097,3.19,0.177,2,14.4,0.72,3,14.5,0.07,27,4,FALSE,FALSE,TRUE,Rural,0
S31269,2.91,-0.138,0,14.5,0.87,2,5.9,0.36,26,4,FALSE,TRUE,TRUE,Rural,0
S21578,1.51,-0.180,4,11.9,0.69,1,7.7,0.87,9,0,FALSE,TRUE,FALSE,Urban,0
S51016,3.91,0.013,0,15.4,0.94,5,16.0,0.10,26,2,TRUE,TRUE,TRUE,Rural,0
S93989,3.05,0.086,0,13.8,0.82,4,15.6,0.29,26,0,FALSE,FALSE,TRUE,Urban,1
S60658,2.56,0.178,0,13.2,0.78,2,7.3,0.20,12,2,FALSE,TRUE,TRUE,Urban,1
S87242,3.53,0.093,0,17.6,0.96,5,21.3,0.03,29,3,TRUE,TRUE,FALSE,Rural,0
S52406,3.31,0.084,0,17.5,0.99,4,17.4,0.04,25,1,TRUE,TRUE,TRUE,Urban,0
S30929,3.41,0.184,0,15.6,0.97,5,17.4,0.07,58,2,TRUE,TRUE,TRUE,Urban,0
S86521,3.25,-0.111,1,13.0,0.71,3,6.7,0.38,16,3,TRUE,FALSE,FALSE,Urban,0
S14418,3.86,0.045,0,17.7,0.95,4,23.4,0.05,56,3,TRUE,TRUE,FALSE,Urban,0
S39769,3.35,0.253,0,16.1,0.97,5,20.4,0.03,31,1,TRUE,TRUE,TRUE,Urban,0
S63819,3.30,-0.036,0,16.4,0.82,2,5.2,0.26,10,0,TRUE,FALSE,TRUE,Rural,1
S45297,3.83,0.219,0,16.3,0.99,4,16.4,0.09,43,3,TRUE,FALSE,TRUE,Urban,0
S70218,2.94,-0.145,2,13.8,0.93,4,10.7,0.40,22,0,FALSE,TRUE,TRUE,Urban,0
S82949,3.31,-0.015,2,14.7,0.81,4,8.1,0.24,25,2,TRUE,TRUE,TRUE,Urban,0
S80076,3.51,0.200,0,16.3,0.95,5,18.8,0.09,35,1,TRUE,TRUE,FALSE,Urban,0
S58102,3.88,0.289,0,17.6,0.91,5,21.8,0.07,55,2,TRUE,FALSE,FALSE,Rural,0
S82247,3.86,0.175,0,17.3,1.00,4,22.6,0.00,26,2,TRUE,TRUE,FALSE,Urban,0
S89502,3.92,0.082,0,15.9,0.94,4,21.6,0.06,46,3,TRUE,TRUE,FALSE,Urban,0
S77335,3.78,0.137,0,15.7,0.91,4,16.3,0.05,58,2,TRUE,FALSE,TRUE,Urban,0
S97314,3.74,0.174,0,15.7,0.99,4,15.1,0.06,23,3,TRUE,TRUE,TRUE,Urban,0
S80341,2.51,0.063,2,12.3,0.80,3,5.0,0.43,16,4,FALSE,FALSE,FALSE,Rural,0
S53811,3.89,0.191,0,17.4,0.93,5,18.7,0.01,21,2,TRUE,TRUE,FALSE,Rural,0
S27255,3.37,0.193,1,17.5,0.88,2,16.6,0.10,34,0,FALSE,FALSE,FALSE,Urban,0
S82275,4.00,0.009,0,15.1,1.00,5,19.9,0.03,28,3,TRUE,FALSE,TRUE,Urban,0
S18721,3.36,-0.010,0,16.3,0.82,4,13.9,0.16,16,4,FALSE,TRUE,FALSE,Urban,0
S82557,2.29,0.148,1,12.7,0.77,4,19.4,0.38,5,3,TRUE,TRUE,FALSE,Urban,0
S93883,2.77,0.197,2,17.3,0.74,3,13.2,0.13,34,0,FALSE,FALSE,TRUE,Rural,0
S21436,3.17,-0.117,2,16.2,0.80,3,6.6,0.36,8,0,TRUE,TRUE,FALSE,Urban,0
S37664,3.59,0.199,0,16.2,0.90,4,22.1,0.01,58,1,TRUE,TRUE,FALSE,Urban,0
S22000,1.96,-0.407,3,14.3,0.55,1,4.1,0.52,2,0,FALSE,TRUE,TRUE,Rural,1
S41439,1.71,-0.273,2,11.7,0.76,1,6.1,0.42,9,1,FALSE,FALSE,TRUE,Rural,0
S31132,3.94,0.166,0,16.4,0.95,5,24.0,0.03,57,1,TRUE,TRUE,FALSE,Urban,0
S95035,3.20,0.049,0,16.1,0.74,3,6.7,0.12,16,4,FALSE,FALSE,TRUE,Urban,1
S44731,3.67,0.162,0,17.0,0.92,5,22.1,0.07,47,3,TRUE,TRUE,FALSE,Rural,0
S75515,2.90,0.161,1,15.4,0.84,4,15.2,0.30,24,0,FALSE,TRUE,FALSE,Rural,0
S21131,3.23,0.145,1,15.1,0.72,2,11.5,0.12,20,4,FALSE,FALSE,TRUE,Rural,0
S97819,3.66,0.099,0,15.3,0.97,4,24.4,0.09,40,2,TRUE,FALSE,FALSE,Rural,0
S20012,3.14,-0.110,2,14.0,0.94,3,10.8,0.14,23,2,FALSE,TRUE,TRUE,Urban,0
S55646,3.20,0.028,1,13.1,0.73,4,14.2,0.21,22,2,TRUE,FALSE,TRUE,Rural,0
S34127,3.12,0.028,2,13.8,0.93,3,12.5,0.30,15,1,TRUE,TRUE,TRUE,Rural,1
S20488,3.66,0.232,0,16.2,0.90,4,20.0,0.01,52,3,TRUE,TRUE,FALSE,Rural,0
S18228,3.81,0.213,0,16.3,0.94,4,22.9,0.02,27,2,TRUE,TRUE,TRUE,Urban,0
S30963,3.72,0.004,0,15.1,0.99,4,22.4,0.08,25,1,TRUE,FALSE,FALSE,Rural,0
S61680,3.59,0.234,0,15.7,0.95,5,16.9,0.09,24,2,TRUE,TRUE,TRUE,Urban,0
S52290,2.98,0.050,0,16.2,0.76,2,18.8,0.25,14,4,FALSE,FALSE,TRUE,Urban,0
S71242,3.41,0.300,0,16.6,0.91,4,17.6,0.09,22,1,TRUE,TRUE,TRUE,Rural,0
S61246,2.26,0.066,1,15.7,0.71,3,10.2,0.34,24,0,TRUE,FALSE,TRUE,Rural,0
S63598,2.48,0.198,1,13.2,0.83,2,17.2,0.21,32,1,TRUE,TRUE,TRUE,Urban,0
S33709,2.88,0.160,1,12.8,0.72,2,19.4,0.36,34,1,FALSE,TRUE,TRUE,Rural,0
S71535,1.75,-0.114,4,9.0,0.78,2,4.0,0.66,0,0,FALSE,TRUE,TRUE,Rural,1
S27962,2.45,0.131,1,16.6,0.75,2,6.7,0.27,30,1,FALSE,FALSE,TRUE,Rural,0
S37631,3.97,0.242,0,16.6,0.94,5,23.5,0.06,58,1,TRUE,FALSE,TRUE,Rural,0
S40122,2.37,0.132,1,12.6,0.89,3,16.4,0.14,5,4,TRUE,FALSE,FALSE,Rural,0
S58996,3.33,-0.063,2,12.6,0.72,3,20.0,0.29,21,3,TRUE,TRUE,FALSE,Rural,0
S14002,3.91,0.175,0,16.5,0.97,5,16.6,0.03,52,2,TRUE,TRUE,FALSE,Rural,0
S77081,3.62,0.242,0,15.8,0.94,4,21.6,0.01,58,2,TRUE,TRUE,TRUE,Rural,0
S66320,3.51,0.034,0,16.8,0.91,5,19.3,0.04,49,1,TRUE,FALSE,TRUE,Rural,0
S81164,2.78,-0.025,2,12.6,0.72,2,18.8,0.10,34,4,FALSE,FALSE,FALSE,Rural,0
S27380,3.15,-0.144,0,17.4,0.79,3,7.6,0.38,17,1,FALSE,TRUE,TRUE,Urban,1
S58178,2.51,0.088,0,14.2,0.81,3,6.4,0.33,9,2,FALSE,TRUE,TRUE,Rural,0
S74852,3.22,-0.135,0,12.4,0.79,2,12.0,0.20,8,0,FALSE,FALSE,TRUE,Rural,0
S65871,2.90,0.047,2,12.7,0.92,4,19.8,0.11,19,4,TRUE,FALSE,TRUE,Rural,0
S33565,2.75,0.115,1,17.8,0.87,2,13.9,0.38,29,4,FALSE,TRUE,TRUE,Rural,0
S30820,3.71,0.129,0,17.1,0.98,5,22.3,0.04,58,2,TRUE,FALSE,TRUE,Urban,0
S81687,1.13,-0.158,4,9.7,0.60,3,5.5,0.42,8,1,FALSE,TRUE,TRUE,Urban,0
S46643,2.51,-0.006,1,12.1,0.71,4,14.7,0.17,26,1,TRUE,FALSE,TRUE,Rural,0
S65608,3.63,0.037,0,17.3,0.92,5,16.4,0.05,23,2,TRUE,TRUE,FALSE,Urban,0
S73189,2.63,-0.077,1,13.0,0.79,2,8.5,0.35,31,0,TRUE,TRUE,TRUE,Urban,1
S27984,3.02,0.109,0,18.0,0.82,2,10.0,0.43,19,3,TRUE,FALSE,FALSE,Urban,0
S43468,2.24,-0.071,0,16.2,0.74,4,12.4,0.35,10,2,TRUE,TRUE,FALSE,Urban,1
S87041,3.78,0.088,0,17.3,0.97,5,19.9,0.10,57,3,TRUE,FALSE,FALSE,Rural,0
S56417,2.63,0.158,0,15.7,0.92,2,17.9,0.13,16,1,FALSE,FALSE,TRUE,Urban,0
S22432,3.25,0.077,0,15.6,0.94,4,20.7,0.01,37,2,TRUE,TRUE,FALSE,Urban,0
S48318,3.15,-0.130,1,13.1,0.83,2,9.4,0.11,34,4,FALSE,FALSE,FALSE,Rural,0
S40186,3.47,0.203,0,17.5,0.93,5,15.2,0.09,54,3,TRUE,FALSE,FALSE,Urban,0
S17640,3.70,0.172,0,17.2,0.92,4,18.8,0.09,23,2,TRUE,FALSE,TRUE,Urban,0
S21023,3.19,-0.044,2,14.3,0.88,4,13.8,0.06,22,1,FALSE,FALSE,FALSE,Rural,0
S83455,3.27,0.217,0,17.7,0.99,4,19.9,0.07,43,2,TRUE,FALSE,TRUE,Urban,0
S12275,3.26,0.249,0,17.4,0.94,4,16.9,0.02,47,3,TRUE,FALSE,FALSE,Urban,0
S76816,2.42,0.045,1,17.5,0.78,3,16.6,0.31,28,1,FALSE,FALSE,FALSE,Urban,0
S88531,3.69,0.079,0,16.1,0.98,4,21.6,0.07,50,1,TRUE,FALSE,TRUE,Rural,0
S22547,2.41,0.159,1,12.9,0.89,3,8.9,0.15,30,1,TRUE,TRUE,FALSE,Urban,0
S54222,1.05,-0.219,1,14.3,0.49,1,7.6,0.43,8,1,FALSE,FALSE,TRUE,Rural,1
S20100,2.61,-0.070,2,16.6,0.86,2,10.6,0.21,33,2,FALSE,TRUE,TRUE,Rural,1
S17087,3.55,0.141,0,17.2,0.98,4,18.9,0.02,46,2,TRUE,TRUE,TRUE,Rural,0
S56086,3.57,0.237,0,16.3,0.90,4,17.4,0.03,25,1,TRUE,TRUE,TRUE,Rural,0
S48081,2.99,0.128,1,13.6,0.95,3,10.2,0.21,6,0,TRUE,FALSE,FALSE,Urban,0
S72307,1.78,-0.444,3,14.7,0.54,3,1.7,0.86,6,0,FALSE,TRUE,TRUE,Rural,0
S99222,3.40,0.255,0,17.6,0.95,5,16.3,0.07,24,3,TRUE,FALSE,FALSE,Rural,0
S76580,2.62,-0.046,0,12.2,0.91,4,9.5,0.35,14,0,FALSE,FALSE,FALSE,Rural,0
S87923,3.35,-0.188,1,13.2,0.73,2,12.3,0.28,30,4,FALSE,TRUE,FALSE,Urban,0
S13447,3.37,-0.171,2,16.5,0.80,3,10.1,0.40,27,1,FALSE,FALSE,FALSE,Rural,1
S28253,3.31,0.154,0,15.1,0.91,5,22.2,0.09,29,1,TRUE,FALSE,TRUE,Urban,0
S25039,3.45,0.068,0,15.4,0.93,4,17.0,0.03,22,3,TRUE,TRUE,TRUE,Rural,0
S82370,3.66,0.078,0,16.2,0.98,5,16.0,0.04,51,2,TRUE,FALSE,FALSE,Rural,0
S98688,3.78,0.020,0,15.1,0.92,5,24.1,0.02,59,3,TRUE,TRUE,FALSE,Urban,0
S13292,2.21,-0.073,2,12.1,0.88,3,8.1,0.38,17,1,TRUE,TRUE,TRUE,Rural,0
S31704,2.95,0.192,2,12.7,0.86,2,6.0,0.06,16,3,FALSE,FALSE,FALSE,Urban,1
S15278,2.76,0.196,2,17.1,0.76,3,16.9,0.14,33,1,FALSE,FALSE,TRUE,Rural,0
S22379,3.32,0.266,0,15.9,0.94,5,21.6,0.08,52,1,TRUE,TRUE,TRUE,Urban,0
S55409,2.47,-0.195,0,14.2,0.81,2,10.9,0.41,14,2,FALSE,TRUE,TRUE,Rural,1
S56523,2.63,0.002,2,17.8,0.86,4,19.3,0.21,16,4,FALSE,TRUE,FALSE,Urban,0
S73078,3.47,0.200,0,17.7,0.98,5,21.0,0.08,25,3,TRUE,TRUE,TRUE,Urban,0
S20454,3.47,0.241,0,16.3,0.91,4,23.5,0.06,52,2,TRUE,FALSE,TRUE,Rural,0
S94444,2.25,-0.174,2,16.1,0.89,2,5.6,0.26,8,4,FALSE,TRUE,TRUE,Rural,0
S72083,2.54,0.114,1,15.1,0.78,3,13.8,0.44,9,2,FALSE,TRUE,FALSE,Rural,1
S44610,3.24,0.039,0,15.3,0.92,5,16.5,0.09,40,1,TRUE,TRUE,FALSE,Rural,0
S57462,3.84,0.070,0,15.4,1.00,4,23.5,0.08,41,3,TRUE,FALSE,FALSE,Rural,0
S58419,2.55,-0.189,0,17.6,0.88,2,17.5,0.18,19,1,TRUE,TRUE,FALSE,Urban,0
S77459,3.18,-0.031,2,16.0,0.71,2,6.4,0.18,15,2,FALSE,FALSE,TRUE,Urban,1
S86579,2.69,0.054,0,12.1,0.83,4,10.0,0.33,15,3,TRUE,FALSE,TRUE,Rural,0
S64202,3.28,0.204,0,17.7,0.97,4,22.3,0.07,52,1,TRUE,TRUE,FALSE,Rural,0
S90301,3.79,0.188,0,16.1,0.98,5,21.8,0.01,59,3,TRUE,TRUE,TRUE,Urban,0
S82585,2.83,-0.191,2,14.2,0.91,3,17.1,0.28,14,4,TRUE,TRUE,TRUE,Rural,0
S38888,1.68,-0.366,4,9.4,0.71,2,6.8,0.81,2,1,FALSE,FALSE,FALSE,Rural,1
S51926,3.30,0.211,0,17.2,1.00,4,23.6,0.02,25,2,TRUE,FALSE,FALSE,Rural,0
S96031,2.58,-0.195,1,13.9,0.80,3,11.5,0.31,21,4,FALSE,FALSE,TRUE,Rural,0
S59748,3.41,0.271,0,17.6,0.98,4,18.2,0.02,25,1,TRUE,TRUE,TRUE,Urban,0
S50867,2.18,-0.176,4,12.5,0.53,3,7.6,0.42,1,0,FALSE,FALSE,TRUE,Rural,1
S81552,3.93,0.046,0,16.0,0.91,5,19.6,0.01,20,1,TRUE,FALSE,TRUE,Urban,0
S50413,3.21,0.017,0,17.7,0.99,5,19.7,0.00,51,3,TRUE,FALSE,TRUE,Rural,0
S31519,2.72,0.136,1,15.1,0.72,3,5.6,0.31,17,4,FALSE,FALSE,TRUE,Urban,0
S26642,2.96,0.118,2,17.2,0.73,2,5.1,0.06,29,2,TRUE,TRUE,TRUE,Rural,0
S62265,2.30,-0.017,2,14.8,0.91,2,6.6,0.06,26,1,FALSE,FALSE,TRUE,Urban,1
S28720,3.10,-0.194,2,14.6,0.94,2,6.5,0.28,16,1,TRUE,TRUE,FALSE,Urban,0
S89710,2.72,-0.101,0,14.9,0.86,4,12.0,0.23,33,2,TRUE,FALSE,FALSE,Urban,0
S57032,2.27,-0.010,0,16.5,0.87,2,14.4,0.44,29,1,FALSE,FALSE,TRUE,Urban,0
S53092,1.35,-0.341,3,12.9,0.43,1,1.9,0.97,1,0,FALSE,FALSE,FALSE,Rural,0
S85343,2.94,-0.109,2,15.3,0.89,2,16.1,0.42,29,3,TRUE,TRUE,TRUE,Rural,0
S77453,3.02,0.114,0,14.6,0.75,4,18.2,0.37,12,2,TRUE,FALSE,TRUE,Rural,0
S20361,3.77,0.233,0,17.1,0.94,5,17.8,0.08,52,2,TRUE,FALSE,FALSE,Rural,0
S48668,3.93,0.036,0,17.2,0.96,4,18.6,0.07,52,2,TRUE,FALSE,TRUE,Urban,0
